"CRN","TRAILER_PARTIAL_VIN","TRL_SEQ_NUM","TRL_VEH_REG_STATE","TRL_VEH_TAG_NUM","TRL_VEH_TAG_YR","TRL_VEH_TYPE_CD","UNIT_NUM"
"2020057211","","0","IN","SP609RAK","2020","7","2"
"2020068439","","0","PA","N/A","2020","7","2"
"2020097413","","0","TN","U356742","2020","7","1"
"2020042431","","0","NJ","TWZ50V","2021","7","2"
"2020073377","","0","NJ","TKN45F","2021","6","1"
"2020097733","","0","ME","244052Z","2020","7","2"
"2020057749","","0","IN","P854725","2021","7","2"
"2020059485","","0","PA","PT639G7","2020","7","2"
"2021006259","","0","PA","PT605B9","2020","7","3"
"2020036591","","0","IL","644359ST","2011","7","1"
"2020050262","","0","ZZ","999999999999","9999","7","2"
"2020059436","","0","TN","015992T","2020","7","2"
"2020109371","","0","ME","2444196","2021","7","2"
"2020065189","","0","NJ","TWC37D","2099","7","2"
"2020038726","","0","ME","21TLR39005","2021","7","1"
"2020027443","","0","PA","PT4287V","2020","7","1"
"2020032327","","0","MX","2592966","2020","7","1"
"2020010018","","0","NJ","TPV63B","2020","7","2"
"2020046782","","0","WI","T6248R","2020","7","1"
"2020053994","","0","ZZ","999999999999","9999","7","1"
"2020087001","","0","ME","2360833","2023","7","1"
"2020027281","","0","TN","T803983","2099","7","2"
